Time,Event Type,Protocol,URI,Source IP,Destination IP,File Hash,File Type,File Size,Action
11/16/16 1:07,File Scanned,http,http://appldnld.apple.com/ios10.0/031-66726-20161108-8FD23CFE-A12E-11E6-A23C-13FFA2A9A694/com_apple_MobileAsset_CoreSuggestionsQPAssets/a81e1d158edb370140ed6fb7dfa38a06fb9a24a9.zip,10.0.0.126,17.253.21.207,1a76ef83cb25f2bb176c3a98315418b37bf29b55fcfc4db0097fa0e9f9f45edd,ZIP,1266544,Allowed
11/16/16 1:07,File Scanned,http,http://appldnld.apple.com/ios10.0/031-66726-20161108-8FD23CFE-A12E-11E6-A23C-13FFA2A9A694/com_apple_MobileAsset_CoreSuggestionsQPAssets/abfe66cbcf08227b469b17367e126084633c3c13.zip,10.0.0.126,17.253.21.207,5d04cdccc7993441fa0bbc81eb9d3008619b72a4d6a8a09602683044490a53a0,ZIP,1364,Allowed
11/15/16 22:45,File Scanned,http,http://dldir2.qq.com/invc/xfspeed/tavupdate/p_201611091def2_20161114def2_20161115161008.zip,10.0.0.123,103.7.28.253,0538b4a4c5bceba79619f7a88deba8f950843789e88d69268a944918a42c5493,ZIP,212179,Allowed
11/15/16 20:17,File Scanned,http,http://download.windowsupdate.com/d/msdownload/update/others/2016/11/23135935_7e42605f583662f30e9b17761b9b5558da04e5d4.cab,10.0.0.111,104.129.67.139,a2c924e9d9d91c1f3fff613a81c76a98f77cc4facf0bad3718731c3bce7c4546,MS_CABINET,8689,Allowed
11/15/16 20:17,File Scanned,http,http://download.windowsupdate.com/d/msdownload/update/others/2016/11/23135924_5943055e1d2f445c4ff2220d6431856bc2ef4aad.cab,10.0.0.111,104.129.67.139,30c05d3019fb84843bbb3597df3874b9710161ad304cec16804ffd07cb2dc2e8,MS_CABINET,98099,Allowed
11/15/16 20:17,File Scanned,http,http://download.windowsupdate.com/c/msdownload/update/others/2016/11/23135898_411bd434e143516b4178d606305dc3260f4c779c.cab,10.0.0.111,104.129.67.139,5585cb6a2d10ad600122bfae7fa8788573a1424d9db0c0781dc17f3e1fa54c4f,MS_CABINET,8009,Allowed
11/15/16 20:17,File Scanned,http,http://download.windowsupdate.com/c/msdownload/update/others/2016/11/23135899_799d4c1cda9d860c206fdfbdd97d4e389294642c.cab,10.0.0.111,104.129.67.139,e1e9712e10ea23155857caca4d1cd16f84f301dac1612c9d1d65e5f57a292530,MS_CABINET,11671,Allowed
11/15/16 7:35,File Scanned,http,http://dlied6.qq.com/invc/qqpcmgr/other/cube_patch/SpeedupSkinDownloader15/QMRealTimeSpeedupSkinCenter.zip.zip,10.0.0.123,131.118.254.38,0cdba6851b179722dff66c5b77e736c53ba3012cc6db54e07560e21398a035b6,ZIP,255696,Allowed
11/15/16 1:13,File Scanned,http,http://dlied6.qq.com/invc/xfspeed/qqpcmgr/module_update/fid1479180274_daoefa.dat.zip,10.0.0.123,104.129.67.139,dfb3fc67d113901ef5ee669940e8b78eec6689844272c8228604a06b06d22ab3,ZIP,429,Allowed
11/14/16 20:13,File Scanned,http,http://dlied6.qq.com/invc/xfspeed/qqpcmgr/module_update/fid1479178500_QMIESafeDll.dll.zip,10.0.0.123,131.118.254.41,b45525ee69eeb6025ba59580274274dee3694a1caa5890c2c2372b7a95cfb24d,ZIP,130303,Allowed
11/14/16 17:35,File Scanned,http,"http://r8---sn-a8au-p5qs.gvt1.com/edgedl/release2/zeirnkcni5cljoiivcv2uemx4yu6v5yn3bc8pdpb4doovg7qh6rilan8gw6cegeekb4caghglper5fmo9ena5eixsrcehhvchgu/54.0.2840.99_54.0.2840.71_chrome_updater.exe?cms_redirect=yes&expire=1479188121&ip=129.2.204.195&ipbits=0&mm=28&mn=sn-a8au-p5qs&ms=nvh&mt=1479173638&mv=m&pl=26&shardbypass=yes&sparams=expire,ip,ipbits,mm,mn,ms,mv,pl,shardbypass&signature=7E57DEDE3943EEE1A7ED4BE71E179AADD287CF07.33B5E5D28FEEB79525F1D0DD2DE575505EF9095F&key=cms1",10.0.0.111,8.35.80.19,8bd2ca182b69587ad8f2a8200fa4c9bca0e111e15e44f96eb4c7076edcdf76c7,MS_EXE,2550648,Rejected
11/14/16 3:35,File Scanned,http,http://dlied6.qq.com/invc/xfspeed/qqpcmgr/module_update/fid1479110041_SpeedupSkinDownloader.etf.zip,10.0.0.123,131.118.254.38,639a6d809c136511096c603c60e49f5edccde5f48f4de264fd5fd7fd5ba6cd63,ZIP,660,Allowed
11/14/16 3:35,File Scanned,http,http://dlied6.qq.com/invc/xfspeed/qqpcmgr/module_update/fid1479110148_OperationFilesCfg.etf.zip,10.0.0.123,131.118.254.41,1f9862a4fea9642602686628377552b8621171e072bcb4ee022ad0d5c1a025e3,ZIP,660,Allowed
11/13/16 23:46,File Scanned,http,http://iosapps.itunes.apple.com/apple-assets-us-std-000001/Purple71/v4/64/f4/aa/64f4aa5f-3160-e697-af51-4efe03dc9881/mzps.8683393539840957697.ipa?accessKey=1479303960_4511050012236560492_guSXIgdJ3WthVAD2%2FEhjbL27%2FXCNwv%2F1x1fS30Jgget43d8Sje2nW8oK%2FpLL7E2%2FgRXXYupHOOrKikrAvc%2FurpeJiDTsfxpw2PZBmjXurgzwYrVmaPOZhfwFbqmN6FK5JHkap84YFP9IWM8mXSsKLckQnFYi9bZ%2Bzo%2FdiP%2FPQ251A2jsYBcQCeTr9i%2F4lkjV,10.0.0.126,17.253.21.207,0ea2302897928bea356579379672ec6991886d6202c3c6457c29007d0b71218a,ZIP,7216520,Allowed
11/13/16 21:45,File Scanned,http,http://dldir2.qq.com/invc/xfspeed/tavupdate/p_20161010def2_201611091def2_20161109140750.zip,10.0.0.123,103.7.29.30,561a8d8fca278b18c82017ac0301f9885f35d4ac7611a5b2cc5a889fbe241b13,ZIP,280512,Allowed
11/13/16 18:40,File Scanned,http,http://2.dl.delivery.mp.microsoft.com/filestreamingservice/files/c10ac517-97a8-47d1-8924-44567ca7c243,10.0.0.123,131.118.254.46,aff4d01bc5311620a8cc5c526ea5003e70aae91406b233eb69abb0643a461c77,MS_CABINET,219023,Allowed
11/13/16 17:57,File Scanned,http,http://issuecdn.baidupcs.com/issue/netdisk/pc-guanjia-update/5.5.0.20/updater_55020.cab,10.0.0.111,218.92.221.25,5d6506807c2198d09608ce26c5682dd5d413d7abdea85d4f47ed65c0fdc122e8,MS_CABINET,816689,Allowed
11/12/16 11:26,File Scanned,http,http://imasdk.googleapis.com/flash/core/3.252.0/adsapi.swf,10.0.0.123,216.58.218.234,1b176a73c2b9c9f3dc2f739d71ab279df4d8197e9e4943bef486c2a2a0484cde,SWF6,449774,Allowed
11/12/16 11:26,File Scanned,http,http://imasdk.googleapis.com/flash/sdkloader/adsapi_3.swf,10.0.0.123,216.58.218.234,1a23291c75b7b535d704b379bbb326bad164fed656d697400a7d5411b619ce91,SWF6,15156,Allowed
11/12/16 4:58,File Scanned,http,http://appldnld.apple.com/ios10.0/031-86857-20161108-A36192F0-A2A1-11E6-AE74-9284F9858D7F/com_apple_MobileAsset_TimeZoneUpdate/cfe87640a03027bed3bfaed5430121145c26ca20.zip,10.0.0.126,17.253.21.207,e3b37066c5b555a31a12ab8da6b266c147068b084734760c5623086b77d8fe97,ZIP,401046,Allowed
11/12/16 0:58,File Scanned,http,http://media.mtvnservices.com/edge/bento/miso.1.4.17.swf,10.0.0.123,104.129.67.145,548c7d986b1b537233b5a0c4bd9b442985145178f2f186478516c530208d4cf3,SWF6,150095,Allowed
11/12/16 0:39,File Scanned,http,http://i.gtimg.cn/club/item/parcel/scupdate/1000/keywordList_3.json/9a8dc827f93647debbbe12a555895392.json.zip,10.0.0.126,203.205.151.215,fdaa14f9910e2fcc794e835231ce2a70b2c914f0c34e63d7cc149ea32d885f51,ZIP,5478,Allowed
11/12/16 0:39,File Scanned,http,http://d.url.cn/myapp/qq_desk/qq_term/f/813/IOS_2016111106_1903.zip,10.0.0.126,61.240.128.160,b614a93935857fb7a34bd774c3482225ae21bba46e330a39407f18bf187a4a9b,ZIP,145493,Allowed
11/11/16 22:05,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/AME/11.0.0.131/osx10-64/ae17d8cf-925e-4ca6-9cb9-eb0b9bfc7b6a/AdobeMediaEncoder11AllTrial.zip,10.0.0.51,104.129.67.136,5f22a8893dd365edc62cf9c705c0c36422294cda31bba9e13ddaa5b49dc8b408,ZIP,2097152,Allowed
11/11/16 22:04,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/AUDT/10.0.0.130/osx10-64/cb32e1e3-408e-445d-a7b1-569a408d64bc/AdobeAudition10All.zip,10.0.0.51,104.129.67.136,cdb7dc26a8cff6c365cd51b733f9663f2faf00dd52585a010750bb1a64ead8c6,ZIP,2097152,Allowed
11/11/16 22:03,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ANMLBETA/1.0.5.141/osx10-64/84a30cf7-d63b-409a-817a-c09e63b001dd/AdobeCharacterAnimatorAllTrial.zip,10.0.0.51,104.129.67.145,02978d1c0a3a36ff40f27dac463b680d7112cb7477e678404609eb1cb07af4bc,ZIP,2097152,Allowed
11/11/16 22:02,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/AEFT/14.0.0.207/osx10-64/71bd9df0-9013-4e36-b69b-c0a50f2e43e0/AdobeAfterEffects14AllTrial.zip,10.0.0.51,104.129.67.145,0c7d64ffe1e7a4a92f892ccef656a96e4161465131941899e80c0689dc89edbf,ZIP,2097152,Allowed
11/11/16 22:01,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ILST/21.0.0.224/osx10-64/05af827c-e1ec-42d4-b5fb-6292d2e8900d/AdobeIllustrator21-en_US.zip,10.0.0.51,104.129.67.145,abce82dc524250d6a55cb65e756a5ccaf4792d300024b532176857da69a197a9,ZIP,2097152,Allowed
11/11/16 22:01,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ILST/21.0.0.224/osx10-64/05af827c-e1ec-42d4-b5fb-6292d2e8900d/AdobeIllustrator21-Settings.zip,10.0.0.51,104.129.67.145,b9bad7029f75e53c9e58b9676b777d2ebde1a86df82667cf50767ddc3bf31891,ZIP,1071,Allowed
11/11/16 22:01,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ILST/21.0.0.224/osx10-64/05af827c-e1ec-42d4-b5fb-6292d2e8900d/AdobeIllustrator21-Core.zip,10.0.0.51,104.129.67.136,7cf0272990cd70607ed1508461eb5cfa47138249db4389987f2fbf53a4597772,ZIP,2097152,Allowed
11/11/16 22:00,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/PHSP/18.0.0.53/osx10-64/e1c18859-a39a-4c2e-8a95-66f79af48539/AdobePhotoshop18-en_US.zip,10.0.0.51,104.129.67.145,e3b2ca9ab4495bc3912b5f42289b5657423cf7e1673c5b068d2a26c488d0741f,ZIP,58211,Allowed
11/11/16 22:00,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/PHSP/18.0.0.53/osx10-64/e1c18859-a39a-4c2e-8a95-66f79af48539/AdobePhotoshop18-Core.zip,10.0.0.51,104.129.67.136,92bbae5958ac3f73b395d7137af91558787cc19e62e9f6402df0e32e451f8fce,ZIP,2097152,Allowed
11/11/16 22:00,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/PSTI/1.3.0/osx10-64/a5abdd43-917e-4772-91ac-86a386b98527/AdobePreview1.3.0All-osx10.zip,10.0.0.51,104.129.67.136,cc64a5cc6c8fd2411cc2f8514ec1eee59b86cad6efe06e83810b7d0d5e186fb2,ZIP,2097152,Allowed
11/11/16 21:59,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ACR/9.7.0.112/osx10-64/faf331b9-d16e-42fd-b13f-7f9b484b9eca/AdobeCameraRawProfile8.0All.zip,10.0.0.51,104.129.67.136,f7d860ec4deb39a0e58536f3b444d607810cc84b08ef18af8f8893cd684cb4ae,ZIP,2097152,Allowed
11/11/16 21:59,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/ACR/9.7.0.112/osx10-64/faf331b9-d16e-42fd-b13f-7f9b484b9eca/AdobeCameraRaw8.0All.zip,10.0.0.51,104.129.67.136,5ac157374e5bc3bb56a41f3432a78b05fed8433f35055036be3fbf1ae7060d3f,ZIP,2097152,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CCXProcess_335/CCXProcess.zip,10.0.0.51,104.129.67.136,807fb8dcb76b6205b69d0a76b693ddfaf14d001faf9c4296b9d3c65916c056f6,ZIP,2097152,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_HDCore_335/HDCore.zip,10.0.0.51,104.129.67.136,d444eb30013ff26dc493edbf4fb5f2ddc93c954fdb06b5643d6b5835c6f7aa53,ZIP,2097152,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_StockPanel_335/SPanel.zip,10.0.0.51,104.129.67.136,f6935cd08f60c9f3968df7285d3a759d5fbcbfc6b35c4329899bcfe0e824807a,ZIP,2097152,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_BehancePanel_335/BehancePanel.zip,10.0.0.51,104.129.67.136,722eb7901f3815140dec5b334087cc6799349dea6b626cd11eda15cea88b6a87,ZIP,876544,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_MarketPanel_335/MarketPanel.zip,10.0.0.51,104.129.67.136,3bab6558033acc60520c3aaa5fd0df9eef6e4a31c4c66a3a97a5c43b33f93c6e,ZIP,1013210,Allowed
11/11/16 21:56,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_FontsPanel_335/FontsPanel.zip,10.0.0.51,104.129.67.136,7325d90f6cbee5b7df254e44bd86f6299c1a349e59a49ae59fcc363af8e1945c,ZIP,579925,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_AssetsPanel_335/AssetsPanel.zip,10.0.0.51,104.129.67.136,5dc872d18eae658c726e40dea92618803911a63795c3ff8c02cef06f5b443ec7,ZIP,366064,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_FilesApp_335/FilesPanel.zip,10.0.0.51,104.129.67.136,fc80413caec5e03446c3d2e19c6b4df137e509a4c2a49086cedbb7686185c091,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_AppsPanel_335/AppsPanel.zip,10.0.0.51,104.129.67.145,699f93a13b05e8d40143ba252a91cf83a946fa73c64c623a4dc606baeb53e9a9,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_HomePanel_335/HomePanel.zip,10.0.0.51,104.129.67.145,46846f9105bed80e6ccee48e9d3ca12fd78da87dcdff679394d22b86cd1330a9,ZIP,1471114,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CCLibrary_335/CCLibrary.zip,10.0.0.51,104.129.67.145,e4ab6f266d4ce9106b1c94d12101675e1210531bfd33e3d8a7de9e1437d27ebc,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CCSyncPlugin_335/CCSyncPlugin.zip,10.0.0.51,104.129.67.145,e2d25e5ab8c7d5eb479fdf78cd0c372e7b11c10d681ca2f32f7f3a5698b17196,ZIP,204692,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_SynKit_335/SynKit.zip,10.0.0.51,104.129.67.145,8e2acccd0ff27b6155982bdd0dd1ed5565d6ca77824fc4a8c28200916d3dd4c7,ZIP,49010,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_DesignLibraryPlugin_335/DesignLibraryPlugin.zip,10.0.0.51,104.129.67.145,548e93912503d85e23fa463a261000570e1a44a4336fc90c457df280bc0a72c9,ZIP,245627,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_ExchangePlugin_335/ExchangePlugin.zip,10.0.0.51,104.129.67.145,464bd99128b8ccccbcd1ceafb3342e1fae6bd3c11972603f21d9cd636a6ddeba,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CoreSyncExtension_335/CoreSyncExtension.zip,10.0.0.51,104.129.67.145,781ec01f2875e509d24840a071692606dc8466ebd0c6b25bf37357f118594f95,ZIP,1468884,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CCCApp_335/ACCC.zip,10.0.0.51,104.129.67.145,a2b5fde3e6db619979a48800ccfaf0aac5dd586132c2c83398adaec32fdd9cb9,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CoreSync_335/CoreSync.zip,10.0.0.51,104.129.67.145,ef1735d2bcd2fc833282fe5788eb43b57d1e944f5d832495dc8c971c4928c772,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_LiveType_335/LiveType.zip,10.0.0.51,104.129.67.145,9d5592a9fe6869fbd3df5fcb3355829fe600fbd4edc9e6be5b72b74f8865585e,ZIP,255948,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_utils_335/Utils.zip,10.0.0.51,104.129.67.145,ed042620d800ea9be0ac44f0582de3d86dd142071af9e4cc0b33a56f5cce8724,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_SignInApp_335/SignInApp.zip,10.0.0.51,104.129.67.145,475f76beed1baef40bfe9ad0d714e8d1de894fc44f40c4ebaca32d74c2bbd0b1,ZIP,1336058,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_core_335/Core.zip,10.0.0.51,104.129.67.145,73143bd0042097e8866df8995ef0d040b053d9ff11d7f8fc448a63ec3c2768f1,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_ADS_335/ADS.zip,10.0.0.51,104.129.67.145,fb644416db6acb8a051fddd49e97860ffad2f534af3f7bb1a1bfebe6f4697770,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CEF_335/CEF.zip,10.0.0.51,104.129.67.145,415e92acd2cd8c9fa2bdafc8d1192566982e0c0d4906e85615c7b0ad0592cc7e,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_HEX_335/HEX.zip,10.0.0.51,104.129.67.145,28eb3b1c24cb62b77e0f5ed0627271563c5a705653b799aaf49ce1851affe9f0,ZIP,1626196,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_ElevationManager_335/ElevationManager.zip,10.0.0.51,104.129.67.145,9a607fe54fea61caa7eac2cbaa5d226b9b9f92ca296fd1bd286eb6c8bb45c3d4,ZIP,1708268,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_Notifications_335/Notifications.zip,10.0.0.51,104.129.67.145,14f979489d4be906b2447898349d374b2e308ce23af297ecad365a9659a47389,ZIP,2097152,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_CoreExt_335/CoreExt.zip,10.0.0.51,104.129.67.145,0aaab4150113e98ccab64859674400c2d69e7e26a9b527c7fe1e456fd7051880,ZIP,1977892,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_TCC_335/TCC.zip,10.0.0.51,104.129.67.145,2493da0cf22fa28bd1420a2c15fa5c73cbc35494018681bed2867ea492698016,ZIP,1726101,Allowed
11/11/16 21:55,File Scanned,http,http://ccmdl.adobe.com/AdobeProducts/KCCC/1/osx10/packages/ACCC_3_9_1_PDIMPackage_335/PDIM.zip,10.0.0.51,104.129.67.145,a8dca0247d4a6e2496dc4fc6d9f20d6e6707bf60090c638fb51a6febf72f9c4e,ZIP,2006318,Allowed
11/11/16 20:19,File Scanned,http,http://download-cdn.gfe.nvidia.com/packages/DAO/production/21359448/0000974B/0.dat,10.0.0.123,192.229.210.202,e2e79d6c8fcab0bf6db7e485e5eb93696209a00c612fe759a341fcb21fcebf74,MS_EXE,9739696,Allowed
11/11/16 8:56,File Scanned,http,http://iosapps.itunes.apple.com/apple-assets-us-std-000001/Purple71/v4/9e/61/23/9e612304-0bad-214c-9e66-c98f3402c91a/mzps.8111837380631866577.ipa?accessKey=1479077769_7694535215331485126_5FxQl1Gxr%2BHwieAo%2FXZVoCP%2B5XrMonwTG4qRTLrtkL57xMXvv0ew7NuPMhUYDNFxZjAOIRRWivsN%2BdASFGiB6UCcAnz9ce2nHtEqTMxnJXg3%2Fj8YIr94nhSa0YZAI40Y1pSxdNAm%2BYKnNaNUP974WOPmjef6h8vcFxNeml%2BEvagfcxO4I1WN6ekHnQSrmhuo,10.0.0.126,17.253.21.207,9ee740f78c3f9605177c1e5857c3710ecb6685affa32e0eb28fb71d7589d67ce,ZIP,4133370,Allowed
11/10/16 20:18,File Scanned,http,http://download-cdn.gfe.nvidia.com/packages/DAO/production/21356201/0000973C/0.dat,10.0.0.123,192.229.210.202,58e7b259aafd7e0a29045f7d572150dc49aa81715fe3ca910917db85a9f37094,MS_EXE,9713408,Allowed
11/10/16 16:20,File Scanned,http,http://sp1.nypost.com/qwa?r=6790KSkpK35-Y1pVfFJkZFZlZH1kYGZjVFZhYFpfZX1UYF5-ZyJ9J35gU1tWVGV9ZGhX&q=208000&s=C765970ai8ofiN-akEofGoxKHl-IiV8fCZ8fCJ-In5-ajUoWg%3D%3D%3D&l=,10.0.0.123,52.202.160.40,bdcce3082cf96d90860342dc7733bdd7e15b499f5aff3d88b13c0e1b2312de6b,SWF6,1306,Allowed
11/10/16 16:20,File Scanned,http,http://imasdk.googleapis.com/flash/core/3.252.0/adsapi.swf,10.0.0.123,209.85.201.95,1b176a73c2b9c9f3dc2f739d71ab279df4d8197e9e4943bef486c2a2a0484cde,SWF6,449774,Allowed
11/10/16 16:20,File Scanned,http,http://imasdk.googleapis.com/flash/sdkloader/adsapi_3.swf,10.0.0.123,209.85.201.95,1a23291c75b7b535d704b379bbb326bad164fed656d697400a7d5411b619ce91,SWF6,15156,Allowed
